semaine;reg;pop;P;T;Ti;Tp;Td
25/11/2021;5;5997;3;26;50,03;11,54;433,55
25/11/2021;6;279471;121;1517;43,3;7,98;542,81
25/11/2021;7;9961;3;254;30,12;1,18;2549,94
25/11/2021;8;35334;65;443;183,96;14,67;1253,75
25/11/2021;11;1248354;3887;25488;311,37;15,25;2041,73
25/11/2021;11;1319401;3414;23690;258,75;14,41;1795,51
25/11/2021;11;1406041;4442;31878;315,92;13,93;2267,22
25/11/2021;11;1423607;3087;22099;216,84;13,97;1552,32
25/11/2021;11;1448625;3370;25905;232,63;13,01;1788,25
25/11/2021;11;1613762;5408;43919;335,12;12,31;2721,53
25/11/2021;11;1670149;5029;32137;301,11;15,65;1924,2
25/11/2021;11;2148271;9409;72018;437,98;13,06;3352,37
25/11/2021;24;217139;119;2190;54,8;5,43;1008,57
25/11/2021;24;296404;277;4051;93,45;6,84;1366,72
25/11/2021;24;327835;218;3927;66,5;5,55;1197,86
25/11/2021;24;429425;370;5535;86,16;6,68;1288,93
25/11/2021;24;605380;766;11252;126,53;6,81;1858,67
25/11/2021;24;682890;998;12515;146,14;7,97;1832,65
25/11/2021;27;140145;55;1901;39,25;2,89;1356,45
25/11/2021;27;199596;123;2435;61,62;5,05;1219,96
25/11/2021;27;233194;122;2903;52,32;4,2;1244,89
25/11/2021;27;257849;244;3598;94,63;6,78;1395,39
25/11/2021;27;332096;346;4791;104,19;7,22;1442,66
25/11/2021;27;532886;748;10111;140,37;7,4;1897,4
25/11/2021;27;539449;435;8421;80,64;5,17;1561,04
25/11/2021;27;547824;1021;11370;186,37;8,98;2075,48
25/11/2021;28;276903;273;4017;98,59;6,8;1450,69
25/11/2021;28;490669;312;5454;63,59;5,72;1111,54
25/11/2021;28;600687;710;6608;118,2;10,74;1100,07
25/11/2021;28;691453;1036;13697;149,83;7,56;1980,9
25/11/2021;28;1243788;2363;20497;189,98;11,53;1647,95
25/11/2021;32;1452778;2453;27531;168,85;8,91;1895,06
25/11/2021;32;2588988;9037;70691;349,06;12,78;2730,45
25/11/2021;32;825077;1334;13782;161,68;9,68;1670,39
25/11/2021;32;569769;646;8400;113,38;7,69;1474,28
25/11/2021;32;526050;543;6697;103,22;8,11;1273,07
25/11/2021;44;169250;166;2083;98,08;7,97;1230,72
25/11/2021;44;181641;95;2452;52,3;3,87;1349,92
25/11/2021;44;265531;293;4659;110,34;6,29;1754,6
25/11/2021;44;309907;431;4828;139,07;8,93;1557,89
25/11/2021;44;359520;204;4887;56,74;4,17;1359,31
25/11/2021;44;563823;720;9529;127,7;7,56;1690,07
25/11/2021;44;730398;844;14755;115,55;5,72;2020,13
25/11/2021;44;763204;518;11339;67,87;4,57;1485,71
25/11/2021;44;1035866;788;16334;76,07;4,82;1576,84
25/11/2021;44;1132607;1103;23914;97,39;4,61;2111,41
25/11/2021;52;683187;455;8900;66,6;5,11;1302,72
25/11/2021;52;305365;273;4814;89,4;5,67;1576,47
25/11/2021;52;560227;559;9563;99,78;5,85;1706,99
25/11/2021;52;815881;958;12783;117,42;7,49;1566,77
25/11/2021;52;1437137;1699;23844;118,22;7,13;1659,13
25/11/2021;53;596186;365;6952;61,22;5,25;1166,08
25/11/2021;53;755566;415;7946;54,93;5,22;1051,66
25/11/2021;53;906554;493;12102;54,38;4,07;1334,95
25/11/2021;53;1082073;1349;17618;124,67;7,66;1628,17
25/11/2021;75;647080;274;7043;42,34;3,89;1088,43
25/11/2021;75;1633440;1680;23132;102,85;7,26;1416,15
25/11/2021;75;683169;865;13454;126,62;6,43;1969,35
25/11/2021;75;437398;254;5306;58,07;4,79;1213,08
25/11/2021;75;411979;435;6045;105,59;7,2;1467,31
25/11/2021;75;116270;92;1575;79,13;5,84;1354,61
25/11/2021;75;240336;165;3957;68,65;4,17;1646,44
25/11/2021;75;330336;313;4099;94,75;7,64;1240,86
25/11/2021;75;348180;177;3354;50,84;5,28;963,29
25/11/2021;75;370774;512;6149;138,09;8,33;1658,42
25/11/2021;75;372627;214;4002;57,43;5,35;1074
25/11/2021;75;408393;244;4424;59,75;5,52;1083,27
25/11/2021;76;1176145;2351;26254;199,89;8,95;2232,21
25/11/2021;76;76286;135;1148;176,97;11,76;1504,86
25/11/2021;76;152398;287;2772;188,32;10,35;1818,92
25/11/2021;76;173166;127;2258;73,34;5,62;1303,95
25/11/2021;76;190040;203;2624;106,82;7,74;1380,76
25/11/2021;76;226839;237;3593;104,48;6,6;1583,94
25/11/2021;76;262618;610;4938;232,28;12,35;1880,3
25/11/2021;76;278360;515;6009;185,01;8,57;2158,72
25/11/2021;76;372705;388;6673;104,1;5,81;1790,42
25/11/2021;76;387898;785;7087;202,37;11,08;1827,03
25/11/2021;76;479000;861;9457;179,75;9,1;1974,32
25/11/2021;76;748468;1483;14521;198,14;10,21;1940,1
25/11/2021;76;1400935;3255;32401;232,34;10,05;2312,81
25/11/2021;84;142811;180;2756;126,04;6,53;1929,82
25/11/2021;84;226901;602;4626;265,31;13,01;2038,77
25/11/2021;84;326875;587;5103;179,58;11,5;1561,15
25/11/2021;84;331315;275;5312;83;5,18;1603,31
25/11/2021;84;432548;843;7556;194,89;11,16;1746,86
25/11/2021;84;520560;834;8415;160,21;9,91;1616,53
25/11/2021;84;656955;1292;10402;196,66;12,42;1583,37
25/11/2021;84;660240;1176;14706;178,12;8;2227,37
25/11/2021;84;764737;3151;20129;412,04;15,65;2632,15
25/11/2021;84;828405;890;10442;107,44;8,52;1260,49
25/11/2021;84;1264979;3763;23498;297,48;16,01;1857,58
25/11/2021;84;1876051;6660;47683;355;13,97;2541,67
25/11/2021;93;1079396;1266;17817;117,29;7,11;1650,65
25/11/2021;93;2034469;4879;62163;239,82;7,85;3055,49
25/11/2021;93;1073836;1136;19002;105,79;5,98;1769,54
25/11/2021;93;560997;888;9771;158,29;9,09;1741,72
25/11/2021;93;165197;161;2070;97,46;7,78;1253,05
25/11/2021;93;141756;233;2351;164,37;9,91;1658,48
27/11/2021;94;162421;135;2943;83,12;4,59;1811,96
27/11/2021;94;182258;169;3302;92,73;5,12;1811,72
27/11/2021;1;376879;193;12318;51,21;1,57;3268,42
27/11/2021;2;358749;465;17867;129,62;2,6;4980,36
27/11/2021;3;290691;785;7791;270,05;10,08;2680,17
27/11/2021;4;859959;249;28415;28,95;0,88;3304,23
27/11/2021;5;5997;0;47;0;0;783,73
27/11/2021;6;279471;57;4224;20,4;1,35;1511,43
27/11/2021;7;9961;1;836;10,04;0,12;8392,73
27/11/2021;8;35334;33;1581;93,39;2,09;4474,44
27/11/2021;11;1248354;923;60059;73,94;1,54;4811,06
27/11/2021;11;1319401;886;52728;67,15;1,68;3996,36
27/11/2021;11;1406041;1137;69584;80,87;1,63;4948,93
27/11/2021;11;1423607;708;56987;49,73;1,24;4003
27/11/2021;11;1448625;1106;60337;76,35;1,83;4165,12
27/11/2021;11;1613762;966;79019;59,86;1,22;4896,57
27/11/2021;11;1670149;1191;81440;71,31;1,46;4876,21
27/11/2021;11;2148271;1842;141108;85,74;1,31;6568,44
27/11/2021;24;217139;62;5051;28,55;1,23;2326,16
27/11/2021;24;296404;135;7818;45,55;1,73;2637,62
27/11/2021;24;327835;116;7960;35,38;1,46;2428,05
27/11/2021;24;429425;143;11980;33,3;1,19;2789,78
27/11/2021;24;605380;210;15762;34,69;1,33;2603,65
27/11/2021;24;682890;196;17701;28,7;1,11;2592,07
27/11/2021;27;140145;34;5597;24,26;0,61;3993,72
27/11/2021;27;199596;36;4176;18,04;0,86;2092,23
27/11/2021;27;233194;109;6682;46,74;1,63;2865,43
27/11/2021;27;257849;100;9259;38,78;1,08;3590,86
27/11/2021;27;332096;91;9603;27,4;0,95;2891,63
27/11/2021;27;532886;155;15796;29,09;0,98;2964,24
27/11/2021;27;539449;205;21228;38;0,97;3935,13
27/11/2021;27;547824;193;14513;35,23;1,33;2649,21
27/11/2021;28;276903;76;6758;27,45;1,12;2440,57
27/11/2021;28;490669;69;11197;14,06;0,62;2281,99
27/11/2021;28;600687;244;17064;40,62;1,43;2840,75
27/11/2021;28;691453;251;23924;36,3;1,05;3459,96
27/11/2021;28;1243788;381;49031;30,63;0,78;3942,07
27/11/2021;32;2588988;1132;98786;43,72;1,15;3815,62
27/11/2021;32;526050;94;14700;17,87;0,64;2794,41
27/11/2021;32;569769;126;17072;22,11;0,74;2996,3
27/11/2021;32;825077;277;28749;33,57;0,96;3484,4
27/11/2021;32;1452778;400;43829;27,53;0,91;3016,91
27/11/2021;44;169250;84;4764;49,63;1,76;2814,77
27/11/2021;44;181641;57;5005;31,38;1,14;2755,44
27/11/2021;44;265531;93;8567;35,02;1,09;3226,37
27/11/2021;44;309907;76;9865;24,52;0,77;3183,21
27/11/2021;44;359520;53;11947;14,74;0,44;3323,04
27/11/2021;44;563823;144;17977;25,54;0,8;3188,41
27/11/2021;44;730398;237;26380;32,45;0,9;3611,73
27/11/2021;44;763204;327;42869;42,85;0,76;5616,98
27/11/2021;44;1035866;427;46549;41,22;0,92;4493,73
27/11/2021;44;1132607;463;52536;40,88;0,88;4638,5
27/11/2021;52;1437137;705;45332;49,06;1,56;3154,33
27/11/2021;52;815881;444;23235;54,42;1,91;2847,84
27/11/2021;52;305365;127;8138;41,59;1,56;2665,01
27/11/2021;52;560227;163;15095;29,1;1,08;2694,44
27/11/2021;52;683187;384;20028;56,21;1,92;2931,55
27/11/2021;53;906554;221;23499;24,38;0,94;2592,12
27/11/2021;53;1082073;510;33831;47,13;1,51;3126,5
27/11/2021;53;596186;200;16547;33,55;1,21;2775,48
27/11/2021;53;755566;201;18701;26,6;1,07;2475,1
27/11/2021;75;683169;397;27888;58,11;1,42;4082,15
27/11/2021;75;116270;33;3075;28,38;1,07;2644,71
27/11/2021;75;240336;67;6172;27,88;1,09;2568,07
27/11/2021;75;330336;102;12067;30,88;0,85;3652,95
27/11/2021;75;348180;128;8723;36,76;1,47;2505,31
27/11/2021;75;370774;69;8636;18,61;0,8;2329,18
27/11/2021;75;372627;326;10124;87,49;3,22;2716,93
27/11/2021;75;408393;207;11365;50,69;1,82;2782,86
27/11/2021;75;411979;91;11987;22,09;0,76;2909,61
27/11/2021;75;437398;127;10403;29,04;1,22;2378,38
27/11/2021;75;647080;260;18023;40,18;1,44;2785,28
27/11/2021;75;1633440;539;58981;33;0,91;3610,85
27/11/2021;76;76286;63;2522;82,58;2,5;3305,98
27/11/2021;76;152398;71;5079;46,59;1,4;3332,72
27/11/2021;76;173166;40;5492;23,1;0,73;3171,52
27/11/2021;76;190040;67;6576;35,26;1,02;3460,32
27/11/2021;76;226839;73;9581;32,18;0,76;4223,7
27/11/2021;76;262618;77;9549;29,32;0,81;3636,08
27/11/2021;76;278360;211;9926;75,8;2,13;3565,89
27/11/2021;76;372705;137;15137;36,76;0,91;4061,39
27/11/2021;76;387898;151;13641;38,93;1,11;3516,65
27/11/2021;76;479000;192;21104;40,08;0,91;4405,85
27/11/2021;76;748468;295;30388;39,41;0,97;4060,03
27/11/2021;76;1176145;487;51309;41,41;0,95;4362,47
27/11/2021;76;1400935;400;54399;28,55;0,74;3883,05
27/11/2021;84;142811;20;4030;14;0,5;2821,91
27/11/2021;84;226901;166;8359;73,16;1,99;3683,99
27/11/2021;84;326875;142;11807;43,44;1,2;3612,08
27/11/2021;84;331315;71;9553;21,43;0,74;2883,36
27/11/2021;84;432548;145;13645;33,52;1,06;3154,56
27/11/2021;84;520560;244;18426;46,87;1,32;3539,65
27/11/2021;84;656955;268;22257;40,79;1,2;3387,9
27/11/2021;84;660240;158;19194;23,93;0,82;2907,12
27/11/2021;84;764737;291;26534;38,05;1,1;3469,69
27/11/2021;84;828405;452;34501;54,56;1,31;4164,75
27/11/2021;84;1264979;427;39413;33,76;1,08;3115,7
27/11/2021;84;1876051;994;80998;52,98;1,23;4317,47
27/11/2021;93;1073836;501;56430;46,66;0,89;5254,99
27/11/2021;93;141756;44;5106;31,04;0,86;3601,96
27/11/2021;93;165197;88;8489;53,27;1,04;5138,71
27/11/2021;93;560997;225;24302;40,11;0,93;4331,93
27/11/2021;93;1079396;649;64157;60,13;1,01;5943,79
27/11/2021;93;2034469;2146;133344;105,48;1,61;6554,24
30/11/2021;94;162421;114;9164;70,19;1,24;5642,13
30/11/2021;94;182258;75;8977;41,15;0,84;4925,44
30/11/2021;1;372939;317;2947;85;10,76;790,21
30/11/2021;2;350373;446;2992;127,29;14,91;853,95
30/11/2021;3;294436;66;917;22,42;7,2;311,44
30/11/2021;4;868846;352;5114;40,51;6,88;588,6
30/11/2021;5;6008;5;9;83,22;55,56;149,8
30/11/2021;6;299348;11;657;3,67;1,67;219,48
30/11/2021;7;10123;10;116;98,78;8,62;1145,91
30/11/2021;8;34070;17;259;49,9;6,56;760,2
30/11/2021;11;1643080;7897;38642;480,62;20,44;2351,8
30/11/2021;11;1678367;4995;30229;297,61;16,52;1801,1
30/11/2021;11;2139907;10311;59694;481,84;17,27;2789,56
30/11/2021;11;1463709;7214;28618;492,86;25,21;1955,17
30/11/2021;11;1443796;7102;27011;491,9;26,29;1870,83
30/11/2021;11;1434351;6772;31405;472,13;21,56;2189,49
30/11/2021;11;1315404;6804;26406;517,26;25,77;2007,44
30/11/2021;11;1276534;5258;23406;411,9;22,46;1833,56
30/11/2021;24;215031;1704;4249;792,44;40,1;1975,99
30/11/2021;24;296904;1972;5615;664,19;35,12;1891,18
30/11/2021;24;325598;2457;6464;754,61;38,01;1985,27
30/11/2021;24;427776;2644;7848;618,08;33,69;1834,6
30/11/2021;24;613406;3905;11807;636,61;33,07;1924,83
30/11/2021;24;686200;3919;11871;571,12;33,01;1729,96
30/11/2021;27;137714;973;2914;706,54;33,39;2115,98
30/11/2021;27;199373;1656;4079;830,6;40,6;2045,91
30/11/2021;27;232531;1656;4928;712,16;33,6;2119,29
30/11/2021;27;257128;2047;5878;796,1;34,82;2286,02
30/11/2021;27;330074;2342;7032;709,54;33,3;2130,43
30/11/2021;27;534424;3774;12332;706,18;30,6;2307,53
30/11/2021;27;546577;3959;11540;724,33;34,31;2111,32
30/11/2021;27;547572;3457;11429;631,33;30,25;2087,21
30/11/2021;28;273214;1658;5476;606,85;30,28;2004,29
30/11/2021;28;491281;2427;7007;494,01;34,64;1426,27
30/11/2021;28;593885;3526;10364;593,72;34,02;1745,12
30/11/2021;28;695310;3737;14006;537,46;26,68;2014,35
30/11/2021;28;1253596;8040;26863;641,35;29,93;2142,88
30/11/2021;32;524403;3028;10044;577,42;30,15;1915,32
30/11/2021;32;566328;3685;12321;650,68;29,91;2175,59
30/11/2021;32;833013;4827;16303;579,46;29,61;1957,11
30/11/2021;32;1456555;7807;30524;535,99;25,58;2095,63
30/11/2021;32;2606873;13486;61386;517,32;21,97;2354,78
30/11/2021;44;166343;1377;3888;827,81;35,42;2337,34
30/11/2021;44;178156;1527;4352;857,11;35,09;2442,8
30/11/2021;44;265285;1606;5613;605,39;28,61;2115,84
30/11/2021;44;311083;1811;5812;582,16;31,16;1868,31
30/11/2021;44;358175;3268;9826;912,4;33,26;2743,35
30/11/2021;44;562545;3463;12806;615,6;27,04;2276,44
30/11/2021;44;731006;6249;20145;854,85;31,02;2755,79
30/11/2021;44;768557;5226;18343;679,98;28,49;2386,68
30/11/2021;44;1044398;10171;31549;973,86;32,24;3020,78
30/11/2021;44;1156546;10461;36880;904,5;28,36;3188,81
30/11/2021;52;305870;1620;4408;529,64;36,75;1441,14
30/11/2021;52;564588;3447;10584;610,53;32,57;1874,64
30/11/2021;52;699296;3181;9439;454,89;33,7;1349,79
30/11/2021;52;825241;4674;13665;566,38;34,2;1655,88
30/11/2021;52;1478101;6772;20979;458,16;32,28;1419,32
30/11/2021;53;770921;4017;11421;521,07;35,17;1481,47
30/11/2021;53;601354;2845;9500;473,1;29,95;1579,77
30/11/2021;53;922797;4329;13795;469,12;31,38;1494,91
30/11/2021;53;1107860;6233;18789;562,62;33,17;1695,97
30/11/2021;75;1681330;7536;27055;448,22;27,85;1609,14
30/11/2021;75;113711;929;2267;816,98;40,98;1993,65
30/11/2021;75;238445;1446;4205;606,43;34,39;1763,51
30/11/2021;75;329135;1565;5327;475,49;29,38;1618,48
30/11/2021;75;350298;2083;5564;594,64;37,44;1588,36
30/11/2021;75;369805;2612;7667;706,32;34,07;2073,25
30/11/2021;75;374426;2011;6058;537,09;33,2;1617,94
30/11/2021;75;411087;1943;6192;472,65;31,38;1506,25
30/11/2021;75;422332;1420;5180;336,23;27,41;1226,52
30/11/2021;75;440164;2695;8191;612,27;32,9;1860,9
30/11/2021;75;659482;3670;11366;556,5;32,29;1723,47
30/11/2021;75;691770;2728;10111;394,35;26,98;1461,61
30/11/2021;76;192279;858;3071;446,23;27,94;1597,16
30/11/2021;76;231014;1014;3766;438,93;26,93;1630,2
30/11/2021;76;264216;1377;4711;521,16;29,23;1783,01
30/11/2021;76;280254;1690;4804;603,02;35,18;1714,16
30/11/2021;76;379844;1561;6250;410,96;24,98;1645,41
30/11/2021;76;393046;1936;6362;492,56;30,43;1618,64
30/11/2021;76;485396;1824;8576;375,78;21,27;1766,8
30/11/2021;76;753436;3120;13909;414,1;22,43;1846,08
30/11/2021;76;1217787;3980;21939;326,82;18,14;1801,55
30/11/2021;76;1452055;6901;26485;475,26;26,06;1823,97
30/11/2021;76;153126;856;2768;559,02;30,92;1807,66
30/11/2021;76;174522;956;2609;547,78;36,64;1494,94
30/11/2021;76;76573;479;1165;625,55;41,12;1521,42
30/11/2021;84;330865;2232;6622;674,6;33,71;2001,42
30/11/2021;84;143280;1099;2966;767,03;37,05;2070,07
30/11/2021;84;227224;1734;4966;763,12;34,92;2185,51
30/11/2021;84;331757;2678;7547;807,22;35,48;2274,86
30/11/2021;84;442054;3882;9488;878,17;40,91;2146,34
30/11/2021;84;524506;3300;10230;629,16;32,26;1950,41
30/11/2021;84;665391;4431;12685;665,92;34,93;1906,4
30/11/2021;84;672494;4548;13267;676,29;34,28;1972,81
30/11/2021;84;767549;5561;17483;724,51;31,81;2277,77
30/11/2021;84;850125;5707;15858;671,31;35,99;1865,37
30/11/2021;84;1285915;10715;31319;833,26;34,21;2435,54
30/11/2021;84;1912073;11400;44871;596,21;25,41;2346,72
30/11/2021;93;2062499;8515;50321;412,85;16,92;2439,81
30/11/2021;93;1103555;4361;20486;395,18;21,29;1856,36
30/11/2021;93;141059;1014;2829;718,85;35,84;2005,54
30/11/2021;93;165582;979;3638;591,25;26,91;2197,1
30/11/2021;93;562928;2366;10191;420,3;23,22;1810,36
30/11/2021;93;1095564;5090;22939;464,6;22,19;2093,81
13/12/2021;94;162314;985;4122;606,85;23,9;2539,52
13/12/2021;94;187151;985;3993;526,31;24,67;2133,57
13/12/2021;1;376879;204;2983;54,13;6,84;791,5
13/12/2021;2;358749;60;2524;16,72;2,38;703,56
13/12/2021;3;290691;75;2747;25,8;2,73;944,99
13/12/2021;4;859959;768;19752;89,31;3,89;2296,85
13/12/2021;5;5997;0;16;0;0;266,8
13/12/2021;6;279471;2206;8515;789,35;25,91;3046,83
13/12/2021;7;9961;46;966;461,8;4,76;9697,82
13/12/2021;8;35334;39;1032;110,38;3,78;2920,7
13/12/2021;11;1448625;3105;46170;214,34;6,73;3187,16
13/12/2021;11;1248354;3098;35897;248,17;8,63;2875,55
13/12/2021;11;1319401;2883;37200;218,51;7,75;2819,46
13/12/2021;11;1406041;3657;47091;260,09;7,77;3349,19
13/12/2021;11;1423607;3594;41014;252,46;8,76;2880,99
13/12/2021;11;1613762;3433;65325;212,73;5,26;4047,99
13/12/2021;11;1670149;4548;46163;272,31;9,85;2764
13/12/2021;11;2148271;5474;115361;254,81;4,75;5369,95
13/12/2021;24;217139;371;5995;170,86;6,19;2760,9
13/12/2021;24;296404;354;6431;119,43;5,5;2169,67
13/12/2021;24;327835;484;8881;147,64;5,45;2708,98
13/12/2021;24;429425;803;11144;186,99;7,21;2595,1
13/12/2021;24;605380;912;18302;150,65;4,98;3023,23
13/12/2021;24;682890;833;16789;121,98;4,96;2458,52
13/12/2021;27;547824;764;11827;139,46;6,46;2158,91
13/12/2021;27;539449;823;11924;152,56;6,9;2210,4
13/12/2021;27;532886;610;12374;114,47;4,93;2322,07
13/12/2021;27;332096;425;7378;127,98;5,76;2221,65
13/12/2021;27;140145;99;2512;70,64;3,94;1792,43
13/12/2021;27;199596;301;4261;150,8;7,06;2134,81
13/12/2021;27;233194;372;4894;159,52;7,6;2098,68
13/12/2021;27;257849;517;6889;200,5;7,5;2671,72
13/12/2021;28;276903;259;6697;93,53;3,87;2418,54
13/12/2021;28;490669;509;12694;103,74;4,01;2587,08
13/12/2021;28;600687;1047;15690;174,3;6,67;2612,01
13/12/2021;28;691453;789;19540;114,11;4,04;2825,93
13/12/2021;28;1243788;2023;35522;162,65;5,7;2855,95
13/12/2021;32;526050;1079;15154;205,11;7,12;2880,71
13/12/2021;32;569769;1503;19452;263,79;7,73;3414,02
13/12/2021;32;825077;1954;24747;236,83;7,9;2999,36
13/12/2021;32;1452778;4607;57560;317,12;8;3962,06
13/12/2021;32;2588988;6991;103413;270,03;6,76;3994,34
13/12/2021;44;169250;263;4302;155,39;6,11;2541,8
13/12/2021;44;181641;203;5188;111,76;3,91;2856,18
13/12/2021;44;265531;295;8121;111,1;3,63;3058,4
13/12/2021;44;309907;477;9222;153,92;5,17;2975,73
13/12/2021;44;359520;360;10330;100,13;3,48;2873,28
13/12/2021;44;563823;817;16852;144,9;4,85;2988,88
13/12/2021;44;730398;1332;30800;182,37;4,32;4216,88
13/12/2021;44;763204;818;24123;107,18;3,39;3160,75
13/12/2021;44;1035866;2918;64871;281,7;4,5;6262,49
13/12/2021;44;1132607;1749;41092;154,42;4,26;3628,09
13/12/2021;52;305365;299;6999;97,92;4,27;2292,01
13/12/2021;52;560227;722;14283;128,88;5,05;2549,5
13/12/2021;52;683187;859;17755;125,73;4,84;2598,85
13/12/2021;52;815881;1347;23599;165,1;5,71;2892,46
13/12/2021;52;1437137;1766;40472;122,88;4,36;2816,15
13/12/2021;53;596186;462;12856;77,49;3,59;2156,37
13/12/2021;53;755566;799;17001;105,75;4,7;2250,1
13/12/2021;53;906554;468;20406;51,62;2,29;2250,94
13/12/2021;53;1082073;1546;31208;142,87;4,95;2884,09
13/12/2021;75;116270;83;2900;71,39;2,86;2494,19
13/12/2021;75;240336;385;5641;160,19;6,83;2347,13
13/12/2021;75;330336;253;6668;76,59;3,79;2018,55
13/12/2021;75;348180;387;6537;111,15;5,92;1877,48
13/12/2021;75;370774;414;8213;111,66;5,04;2215,1
13/12/2021;75;372627;441;9040;118,35;4,88;2426,02
13/12/2021;75;408393;549;11443;134,43;4,8;2801,96
13/12/2021;75;411979;311;8372;75,49;3,71;2032,14
13/12/2021;75;437398;647;10898;147,92;5,94;2491,55
13/12/2021;75;647080;459;14539;70,93;3,16;2246,86
13/12/2021;75;683169;351;14727;51,38;2,38;2155,69
13/12/2021;75;1633440;1781;38944;109,03;4,57;2384,17
13/12/2021;76;173166;145;4508;83,73;3,22;2603,28
13/12/2021;76;76286;80;1811;104,87;4,42;2373,96
13/12/2021;76;152398;165;5186;108,27;3,18;3402,93
13/12/2021;76;190040;143;4229;75,25;3,38;2225,32
13/12/2021;76;226839;196;4768;86,4;4,11;2101,93
13/12/2021;76;262618;312;7363;118,8;4,24;2803,69
13/12/2021;76;278360;297;6958;106,7;4,27;2499,64
13/12/2021;76;372705;391;12211;104,91;3,2;3276,32
13/12/2021;76;387898;523;9989;134,83;5,24;2575,16
13/12/2021;76;479000;389;13841;81,21;2,81;2889,56
13/12/2021;76;748468;1285;20846;171,68;6,16;2785,16
13/12/2021;76;1176145;1547;37066;131,53;4,17;3151,48
13/12/2021;76;1400935;2361;50826;168,53;4,65;3628,01
13/12/2021;84;660240;1071;16196;162,21;6,61;2453,05
13/12/2021;84;764737;1254;16731;163,98;7,5;2187,81
13/12/2021;84;828405;1327;18649;160,19;7,12;2251,19
13/12/2021;84;1264979;2007;25738;158,66;7,8;2034,66
13/12/2021;84;1876051;3891;47024;207,4;8,27;2506,54
13/12/2021;84;520560;1076;11439;206,7;9,41;2197,44
13/12/2021;84;656955;1192;12953;181,44;9,2;1971,67
13/12/2021;84;432548;536;8667;123,92;6,18;2003,71
13/12/2021;84;331315;468;6514;141,26;7,18;1966,1
13/12/2021;84;142811;156;4002;109,24;3,9;2802,31
13/12/2021;84;226901;237;3846;104,45;6,16;1695,01
13/12/2021;84;326875;505;6523;154,49;7,74;1995,56
13/12/2021;93;141756;257;4797;181,3;5,36;3383,98
13/12/2021;93;165197;326;6134;197,34;5,31;3713,14
13/12/2021;93;560997;1062;17274;189,31;6,15;3079,16
13/12/2021;93;1073836;2975;44964;277,04;6,62;4187,23
13/12/2021;93;1079396;5211;61510;482,77;8,47;5698,56
13/12/2021;93;2034469;5575;101880;274,03;5,47;5007,69
17/12/2021;94;182258;243;8027;133,33;3,03;4404,2
17/12/2021;94;162421;82;6363;50,49;1,29;3917,6
17/12/2021;1;376879;2358;19630;625,66;12,01;5208,57
17/12/2021;2;358749;4959;33101;1382,3;14,98;9226,79
17/12/2021;3;290691;232;5747;79,81;4,04;1977,01
17/12/2021;4;859959;13430;37875;1561,7;35,46;4404,28
17/12/2021;5;5997;4;78;66,7;5,13;1300,65
17/12/2021;6;279471;43;3194;15,39;1,35;1142,87
17/12/2021;7;9961;27;1218;271,06;2,22;12227,69
17/12/2021;8;35334;54;1724;152,83;3,13;4879,15
17/12/2021;11;2148271;12637;121661;588,24;10,39;5663,21
17/12/2021;11;1670149;6142;65879;367,75;9,32;3944,5
17/12/2021;11;1613762;9001;70481;557,77;12,77;4367,5
17/12/2021;11;1248354;5698;42222;456,44;13,5;3382,21
17/12/2021;11;1319401;6580;39977;498,71;16,46;3029,94
17/12/2021;11;1406041;6989;53748;497,07;13;3822,65
17/12/2021;11;1423607;7448;43929;523,18;16,95;3085,75
17/12/2021;11;1448625;8969;49959;619,14;17,95;3448,72
17/12/2021;24;296404;2408;7981;812,4;30,17;2692,61
17/12/2021;24;327835;2539;8319;774,47;30,52;2537,56
17/12/2021;24;429425;2554;9602;594,75;26,6;2236,01
17/12/2021;24;605380;4742;16962;783,31;27,96;2801,88
17/12/2021;24;682890;4064;15649;595,12;25,97;2291,58
