dep;semaine;pop;P;T;Ti;Tp;Td;cl_age90
54;2022-S21;730398,00;1192,00;8083,00;163,20;14,75;1106,66;0
55;2022-S17;181641,00;922,00;3386,00;507,59;27,23;1864,12;0
55;2022-S18;181641,00;758,00;3091,00;417,31;24,52;1701,71;0
55;2022-S19;181641,00;590,00;3164,00;324,82;18,65;1741,90;0
55;2022-S20;181641,00;311,00;2476,00;171,22;12,56;1363,13;0
55;2022-S21;181641,00;206,00;1649,00;113,41;12,49;907,83;0
56;2022-S17;755566,00;4846,00;13880,00;641,37;34,91;1837,03;0
56;2022-S18;755566,00;3988,00;12295,00;527,82;32,44;1627,26;0
56;2022-S19;755566,00;3090,00;11032,00;408,96;28,01;1460,10;0
56;2022-S20;755566,00;2294,00;9342,00;303,61;24,56;1236,42;0
56;2022-S21;755566,00;1538,00;6642,00;203,56;23,16;879,08;0
57;2022-S17;1035866,00;5687,00;25244,00;549,01;22,53;2436,99;0
57;2022-S18;1035866,00;4307,00;22819,00;415,79;18,87;2202,89;0
57;2022-S19;1035866,00;3088,00;21750,00;298,11;14,20;2099,69;0
57;2022-S20;1035866,00;2352,00;16367,00;227,06;14,37;1580,03;0
57;2022-S21;1035866,00;1613,00;12857,00;155,72;12,55;1241,18;0
58;2022-S17;199596,00;1162,00;3335,00;582,18;34,84;1670,88;0
58;2022-S18;199596,00;814,00;2720,00;407,82;29,93;1362,75;0
58;2022-S19;199596,00;653,00;2581,00;327,16;25,30;1293,11;0
58;2022-S20;199596,00;348,00;2134,00;174,35;16,31;1069,16;0
58;2022-S21;199596,00;278,00;1683,00;139,28;16,52;843,20;0
59;2022-S17;2588988,00;12556,00;57338,00;484,98;21,90;2214,69;0
59;2022-S18;2588988,00;10886,00;55342,00;420,47;19,67;2137,59;0
59;2022-S19;2588988,00;8984,00;52528,00;347,01;17,10;2028,90;0
59;2022-S20;2588988,00;6268,00;45218,00;242,10;13,86;1746,55;0
59;2022-S21;2588988,00;4124,00;32806,00;159,29;12,57;1267,14;0
60;2022-S17;825077,00;4230,00;15907,00;512,68;26,59;1927,94;0
60;2022-S18;825077,00;3627,00;15261,00;439,60;23,77;1849,65;0
60;2022-S19;825077,00;3118,00;14961,00;377,90;20,84;1813,29;0
60;2022-S20;825077,00;2095,00;12629,00;253,92;16,59;1530,65;0
60;2022-S21;825077,00;1472,00;9633,00;178,41;15,28;1167,53;0
61;2022-S17;276903,00;1537,00;5414,00;555,07;28,39;1955,20;0
61;2022-S18;276903,00;1136,00;4994,00;410,25;22,75;1803,52;0
61;2022-S19;276903,00;881,00;4316,00;318,16;20,41;1558,67;0
61;2022-S20;276903,00;583,00;3921,00;210,54;14,87;1416,02;0
61;2022-S21;276903,00;404,00;2816,00;145,90;14,35;1016,96;0
62;2022-S17;1452778,00;8216,00;30089,00;565,54;27,31;2071,14;0
62;2022-S18;1452778,00;6736,00;27427,00;463,66;24,56;1887,90;0
62;2022-S19;1452778,00;5877,00;26051,00;404,54;22,56;1793,19;0
62;2022-S20;1452778,00;3998,00;22183,00;275,20;18,02;1526,94;0
62;2022-S21;1452778,00;2591,00;15926,00;178,35;16,27;1096,24;0
63;2022-S17;660240,00;3924,00;12399,00;594,33;31,65;1877,95;0
63;2022-S18;660240,00;2501,00;10363,00;378,80;24,13;1569,58;0
63;2022-S19;660240,00;2020,00;9104,00;305,95;22,19;1378,89;0
63;2022-S20;660240,00;1405,00;7617,00;212,80;18,45;1153,67;0
63;2022-S21;660240,00;902,00;5491,00;136,62;16,43;831,67;0
64;2022-S17;683169,00;3381,00;12219,00;494,90;27,67;1788,58;0
64;2022-S18;683169,00;2466,00;11036,00;360,96;22,35;1615,41;0
64;2022-S19;683169,00;1862,00;10039,00;272,55;18,55;1469,48;0
64;2022-S20;683169,00;1577,00;9265,00;230,84;17,02;1356,18;0
64;2022-S21;683169,00;1002,00;6848,00;146,67;14,63;1002,39;0
65;2022-S17;226839,00;1157,00;4296,00;510,05;26,93;1893,85;0
65;2022-S18;226839,00;868,00;3462,00;382,65;25,07;1526,19;0
65;2022-S19;226839,00;554,00;3609,00;244,23;15,35;1591,00;0
65;2022-S20;226839,00;453,00;2810,00;199,70;16,12;1238,76;0
65;2022-S21;226839,00;313,00;2107,00;137,98;14,86;928,85;0
66;2022-S17;479000,00;2842,00;11684,00;593,32;24,32;2439,25;0
66;2022-S18;479000,00;1915,00;9373,00;399,79;20,43;1956,78;0
66;2022-S19;479000,00;1345,00;8218,00;280,79;16,37;1715,66;0
66;2022-S20;479000,00;1025,00;7030,00;213,99;14,58;1467,64;0
66;2022-S21;479000,00;729,00;5725,00;152,19;12,73;1195,20;0
67;2022-S17;1132607,00;6887,00;28694,00;608,07;24,00;2533,45;0
67;2022-S18;1132607,00;5213,00;26009,00;460,27;20,04;2296,38;0
67;2022-S19;1132607,00;3875,00;22679,00;342,13;17,09;2002,37;0
67;2022-S20;1132607,00;2376,00;19109,00;209,78;12,43;1687,17;0
67;2022-S21;1132607,00;1639,00;14432,00;144,71;11,36;1274,23;0
68;2022-S17;763204,00;3931,00;16974,00;515,07;23,16;2224,04;0
68;2022-S18;763204,00;3001,00;15383,00;393,21;19,51;2015,58;0
68;2022-S19;763204,00;2312,00;14034,00;302,93;16,47;1838,83;0
68;2022-S20;763204,00;1486,00;11928,00;194,71;12,46;1562,88;0
68;2022-S21;763204,00;948,00;9119,00;124,21;10,40;1194,83;0
69;2022-S17;1876051,00;9818,00;40637,00;523,33;24,16;2166,09;0
69;2022-S18;1876051,00;6808,00;36787,00;362,89;18,51;1960,87;0
69;2022-S19;1876051,00;5654,00;34008,00;301,38;16,63;1812,74;0
69;2022-S20;1876051,00;4564,00;30838,00;243,28;14,80;1643,77;0
69;2022-S21;1876051,00;3140,00;22576,00;167,37;13,91;1203,38;0
70;2022-S17;233194,00;1375,00;4536,00;589,64;30,31;1945,16;0
70;2022-S18;233194,00;1001,00;4043,00;429,26;24,76;1733,75;0
70;2022-S19;233194,00;714,00;3424,00;306,18;20,85;1468,31;0
70;2022-S20;233194,00;534,00;3078,00;228,99;17,35;1319,93;0
70;2022-S21;233194,00;330,00;2421,00;141,51;13,63;1038,19;0
71;2022-S17;547824,00;3331,00;9856,00;608,04;33,80;1799,12;0
71;2022-S18;547824,00;2311,00;8904,00;421,85;25,95;1625,34;0
71;2022-S19;547824,00;1684,00;7797,00;307,40;21,60;1423,27;0
71;2022-S20;547824,00;1086,00;6752,00;198,24;16,08;1232,51;0
71;2022-S21;547824,00;673,00;4805,00;122,85;14,01;877,11;0
72;2022-S17;560227,00;2916,00;10368,00;520,50;28,12;1850,68;0
72;2022-S18;560227,00;2447,00;10241,00;436,79;23,89;1828,01;0
72;2022-S19;560227,00;2209,00;9911,00;394,30;22,29;1769,10;0
72;2022-S20;560227,00;1354,00;7337,00;241,69;18,45;1309,65;0
72;2022-S21;560227,00;938,00;5244,00;167,43;17,89;936,05;0
73;2022-S17;432548,00;2009,00;7207,00;464,46;27,88;1666,17;0
73;2022-S18;432548,00;1459,00;6659,00;337,30;21,91;1539,48;0
73;2022-S19;432548,00;1210,00;6240,00;279,74;19,39;1442,61;0
73;2022-S20;432548,00;819,00;5604,00;189,34;14,61;1295,58;0
73;2022-S21;432548,00;479,00;4014,00;110,74;11,93;927,99;0
74;2022-S17;828405,00;3594,00;14421,00;433,85;24,92;1740,82;0
74;2022-S18;828405,00;2568,00;13059,00;309,99;19,66;1576,40;0
74;2022-S19;828405,00;2511,00;12728,00;303,11;19,73;1536,45;0
74;2022-S20;828405,00;1873,00;11786,00;226,10;15,89;1422,73;0
74;2022-S21;828405,00;1146,00;8824,00;138,34;12,99;1065,18;0
75;2022-S17;2148271,00;9022,00;81887,00;419,97;11,02;3811,76;0
75;2022-S18;2148271,00;6226,00;64501,00;289,81;9,65;3002,46;0
75;2022-S19;2148271,00;5242,00;65719,00;244,01;7,98;3059,16;0
75;2022-S20;2148271,00;4899,00;60637,00;228,04;8,08;2822,60;0
75;2022-S21;2148271,00;4571,00;50545,00;212,78;9,04;2352,82;0
76;2022-S17;1243788,00;7278,00;24334,00;585,15;29,91;1956,44;0
76;2022-S18;1243788,00;5882,00;21833,00;472,91;26,94;1755,36;0
76;2022-S19;1243788,00;4899,00;20612,00;393,88;23,77;1657,20;0
76;2022-S20;1243788,00;3288,00;16652,00;264,35;19,75;1338,81;0
76;2022-S21;1243788,00;2106,00;12205,00;169,32;17,26;981,28;0
77;2022-S17;1423607,00;6539,00;31141,00;459,33;21,00;2187,47;0
77;2022-S18;1423607,00;4341,00;23707,00;304,93;18,31;1665,28;0
77;2022-S19;1423607,00;3444,00;22859,00;241,92;15,07;1605,71;0
77;2022-S20;1423607,00;3008,00;21446,00;211,29;14,03;1506,46;0
77;2022-S21;1423607,00;2591,00;16697,00;182,00;15,52;1172,87;0
78;2022-S17;1448625,00;6268,00;34973,00;432,69;17,92;2414,22;0
78;2022-S18;1448625,00;4162,00;24740,00;287,31;16,82;1707,83;0
78;2022-S19;1448625,00;3462,00;24147,00;238,99;14,34;1666,89;0
78;2022-S20;1448625,00;2926,00;21834,00;201,98;13,40;1507,22;0
78;2022-S21;1448625,00;2846,00;17896,00;196,46;15,90;1235,38;0
79;2022-S17;372627,00;1669,00;5489,00;447,90;30,41;1473,05;0
79;2022-S18;372627,00;1208,00;4841,00;324,18;24,95;1299,15;0
79;2022-S19;372627,00;1078,00;4452,00;289,30;24,21;1194,76;0
79;2022-S20;372627,00;681,00;4014,00;182,76;16,97;1077,22;0
79;2022-S21;372627,00;442,00;2836,00;118,62;15,59;761,08;0
80;2022-S17;569769,00;3561,00;12976,00;624,99;27,44;2277,41;0
80;2022-S18;569769,00;3066,00;12317,00;538,11;24,89;2161,75;0
80;2022-S19;569769,00;2378,00;11570,00;417,36;20,55;2030,65;0
80;2022-S20;569769,00;1553,00;9143,00;272,57;16,99;1604,69;0
80;2022-S21;569769,00;1066,00;6619,00;187,09;16,11;1161,70;0
81;2022-S17;387898,00;2085,00;7456,00;537,51;27,96;1922,15;0
81;2022-S18;387898,00;1302,00;5614,00;335,66;23,19;1447,29;0
81;2022-S19;387898,00;848,00;4988,00;218,61;17,00;1285,91;0
81;2022-S20;387898,00;701,00;4399,00;180,72;15,94;1134,06;0
81;2022-S21;387898,00;575,00;3384,00;148,23;16,99;872,39;0
82;2022-S17;262618,00;1324,00;5206,00;504,15;25,43;1982,35;0
82;2022-S18;262618,00;846,00;3935,00;322,14;21,50;1498,37;0
82;2022-S19;262618,00;632,00;3478,00;240,65;18,17;1324,36;0
82;2022-S20;262618,00;435,00;3164,00;165,64;13,75;1204,79;0
82;2022-S21;262618,00;358,00;2589,00;136,32;13,83;985,84;0
83;2022-S17;1073836,00;6724,00;29636,00;626,17;22,69;2759,83;0
83;2022-S18;1073836,00;4837,00;26178,00;450,44;18,48;2437,80;0
83;2022-S19;1073836,00;4120,00;23761,00;383,67;17,34;2212,72;0
83;2022-S20;1073836,00;2986,00;21266,00;278,07;14,04;1980,38;0
83;2022-S21;1073836,00;2006,00;15729,00;186,81;12,75;1464,75;0
84;2022-S17;560997,00;3089,00;12183,00;550,63;25,36;2171,67;0
84;2022-S18;560997,00;2360,00;11701,00;420,68;20,17;2085,75;0
84;2022-S19;560997,00;1872,00;10938,00;333,69;17,11;1949,74;0
84;2022-S20;560997,00;1199,00;9143,00;213,73;13,11;1629,78;0
84;2022-S21;560997,00;757,00;6764,00;134,94;11,19;1205,71;0
85;2022-S17;683187,00;3919,00;11594,00;573,64;33,80;1697,05;0
85;2022-S18;683187,00;2878,00;10022,00;421,26;28,72;1466,95;0
85;2022-S19;683187,00;2248,00;8776,00;329,05;25,62;1284,57;0
85;2022-S20;683187,00;1519,00;7528,00;222,34;20,18;1101,89;0
85;2022-S21;683187,00;1052,00;5457,00;153,98;19,28;798,76;0
86;2022-S17;437398,00;2086,00;7067,00;476,91;29,52;1615,69;0
86;2022-S18;437398,00;1469,00;6193,00;335,85;23,72;1415,87;0
86;2022-S19;437398,00;1274,00;5724,00;291,27;22,26;1308,65;0
86;2022-S20;437398,00;975,00;5152,00;222,91;18,92;1177,87;0
86;2022-S21;437398,00;622,00;3682,00;142,20;16,89;841,80;0
87;2022-S17;370774,00;1686,00;5891,00;454,72;28,62;1588,84;0
87;2022-S18;370774,00;1112,00;4895,00;299,91;22,72;1320,21;0
87;2022-S19;370774,00;914,00;4399,00;246,51;20,78;1186,44;0
87;2022-S20;370774,00;805,00;4094,00;217,11;19,66;1104,18;0
87;2022-S21;370774,00;773,00;3255,00;208,48;23,75;877,89;0
88;2022-S17;359520,00;2004,00;7756,00;557,41;25,84;2157,32;0
88;2022-S18;359520,00;1577,00;7323,00;438,64;21,53;2036,88;0
88;2022-S19;359520,00;1090,00;6537,00;303,18;16,67;1818,26;0
88;2022-S20;359520,00;567,00;5290,00;157,71;10,72;1471,41;0
88;2022-S21;359520,00;384,00;3654,00;106,81;10,51;1016,36;0
89;2022-S17;332096,00;1732,00;6161,00;521,54;28,11;1855,19;0
89;2022-S18;332096,00;1220,00;5442,00;367,36;22,42;1638,68;0
89;2022-S19;332096,00;890,00;4658,00;267,99;19,11;1402,61;0
89;2022-S20;332096,00;720,00;4306,00;216,80;16,72;1296,61;0
89;2022-S21;332096,00;479,00;3303,00;144,24;14,50;994,59;0
90;2022-S17;140145,00;745,00;2774,00;531,59;26,86;1979,38;0
90;2022-S18;140145,00;614,00;2792,00;438,12;21,99;1992,22;0
90;2022-S19;140145,00;434,00;2540,00;309,68;17,09;1812,41;0
90;2022-S20;140145,00;284,00;2210,00;202,65;12,85;1576,94;0
90;2022-S21;140145,00;192,00;2120,00;137,00;9,06;1512,72;0
91;2022-S17;1319401,00;5669,00;29740,00;429,66;19,06;2254,05;0
91;2022-S18;1319401,00;3646,00;22095,00;276,34;16,50;1674,62;0
91;2022-S19;1319401,00;2980,00;20800,00;225,86;14,33;1576,47;0
91;2022-S20;1319401,00;2463,00;18644,00;186,68;13,21;1413,07;0
91;2022-S21;1319401,00;2161,00;15680,00;163,79;13,78;1188,42;0
92;2022-S17;1613762,00;6925,00;52058,00;429,12;13,30;3225,88;0
92;2022-S18;1613762,00;4608,00;37199,00;285,54;12,39;2305,11;0
92;2022-S19;1613762,00;4072,00;36097,00;252,33;11,28;2236,82;0
92;2022-S20;1613762,00;3697,00;32856,00;229,09;11,25;2035,99;0
92;2022-S21;1613762,00;3248,00;27077,00;201,27;12,00;1677,88;0
93;2022-S17;1670149,00;4765,00;37435,00;285,30;12,73;2241,42;0
93;2022-S18;1670149,00;3355,00;31361,00;200,88;10,70;1877,74;0
93;2022-S19;1670149,00;3091,00;41379,00;185,07;7,47;2477,56;0
93;2022-S20;1670149,00;2653,00;37367,00;158,85;7,10;2237,35;0
93;2022-S21;1670149,00;2248,00;22564,00;134,60;9,96;1351,02;0
94;2022-S17;1406041,00;5388,00;36952,00;383,20;14,58;2628,09;0
94;2022-S18;1406041,00;3669,00;28172,00;260,95;13,02;2003,64;0
94;2022-S19;1406041,00;3393,00;29600,00;241,32;11,46;2105,20;0
94;2022-S20;1406041,00;2913,00;27039,00;207,18;10,77;1923,06;0
94;2022-S21;1406041,00;2702,00;20780,00;192,17;13,00;1477,91;0
95;2022-S17;1248354,00;4746,00;29813,00;380,18;15,92;2388,18;0
95;2022-S18;1248354,00;3508,00;23789,00;281,01;14,75;1905,63;0
95;2022-S19;1248354,00;2951,00;22649,00;236,39;13,03;1814,31;0
95;2022-S20;1248354,00;2320,00;19864,00;185,84;11,68;1591,22;0
95;2022-S21;1248354,00;2026,00;15956,00;162,29;12,70;1278,16;0
971;2022-S17;376879,00;2581,00;13420,00;684,84;19,23;3560,82;0
971;2022-S18;376879,00;2594,00;13480,00;688,28;19,24;3576,74;0
971;2022-S19;376879,00;2798,00;14109,00;742,41;19,83;3743,64;0
971;2022-S20;376879,00;2519,00;13748,00;668,38;18,32;3647,86;0
971;2022-S21;376879,00;1834,00;10822,00;486,63;16,95;2871,48;0
972;2022-S17;358749,00;2065,00;11692,00;575,61;17,66;3259,10;0
972;2022-S18;358749,00;3395,00;13779,00;946,34;24,64;3840,85;0
972;2022-S19;358749,00;4957,00;17641,00;1381,75;28,10;4917,37;0
972;2022-S20;358749,00;5388,00;17875,00;1501,89;30,14;4982,59;0
972;2022-S21;358749,00;5424,00;16722,00;1511,92;32,44;4661,20;0
973;2022-S17;290691,00;451,00;5031,00;155,15;8,96;1730,70;0
973;2022-S18;290691,00;432,00;4088,00;148,61;10,57;1406,30;0
973;2022-S19;290691,00;500,00;4216,00;172,00;11,86;1450,34;0
973;2022-S20;290691,00;588,00;4099,00;202,28;14,34;1410,09;0
973;2022-S21;290691,00;611,00;3959,00;210,19;15,43;1361,93;0
974;2022-S17;859959,00;11239,00;31462,00;1306,92;35,72;3658,55;0
974;2022-S18;859959,00;8269,00;25431,00;961,56;32,52;2957,23;0
974;2022-S19;859959,00;5723,00;21866,00;665,50;26,17;2542,68;0
974;2022-S20;859959,00;3360,00;15320,00;390,72;21,93;1781,48;0
974;2022-S21;859959,00;2310,00;11878,00;268,62;19,45;1381,23;0
976;2022-S17;279471,00;91,00;2537,00;32,56;3,59;907,79;0
976;2022-S18;279471,00;72,00;2525,00;25,76;2,85;903,49;0
976;2022-S19;279471,00;64,00;2889,00;22,90;2,22;1033,74;0
976;2022-S20;279471,00;58,00;2252,00;20,75;2,58;805,81;0
976;2022-S21;279471,00;76,00;2197,00;27,19;3,46;786,13;0
978;2022-S17;35334,00;71,00;1492,00;200,94;4,76;4222,56;0
978;2022-S18;35334,00;71,00;1328,00;200,94;5,35;3758,42;0
978;2022-S19;35334,00;69,00;1103,00;195,28;6,26;3121,64;0
978;2022-S20;35334,00;70,00;1209,00;198,11;5,79;3421,63;0
978;2022-S21;35334,00;38,00;1085,00;107,55;3,50;3070,70;0
975;2022-S17;5997,00;9,00;57,00;150,08;15,79;950,48;0
975;2022-S18;5997,00;14,00;45,00;233,45;31,11;750,38;0
975;2022-S19;5997,00;2,00;46,00;33,35;4,35;767,05;0
975;2022-S20;5997,00;2,00;48,00;33,35;4,17;800,40;0
975;2022-S21;5997,00;14,00;44,00;233,45;31,82;733,70;0
977;2022-S17;9961,00;31,00;833,00;311,21;3,72;8362,61;0
977;2022-S18;9961,00;32,00;652,00;321,25;4,91;6545,53;0
977;2022-S19;9961,00;21,00;578,00;210,82;3,63;5802,63;0
977;2022-S20;9961,00;23,00;665,00;230,90;3,46;6676,04;0
977;2022-S21;9961,00;20,00;586,00;200,78;3,41;5882,94;0
01;2022-S22;656955,00;1030,00;7114,00;156,78;14,48;1082,87;0
01;2022-S23;656955,00;1409,00;7202,00;214,47;19,56;1096,27;0
01;2022-S24;656955,00;2560,00;9546,00;389,68;26,82;1453,07;0
01;2022-S25;656955,00;3825,00;12203,00;582,23;31,34;1857,51;0
02;2022-S22;526050,00;1045,00;6352,00;198,65;16,45;1207,49;0
02;2022-S23;526050,00;1348,00;6579,00;256,25;20,49;1250,64;0
02;2022-S24;526050,00;1903,00;8015,00;361,75;23,74;1523,62;0
02;2022-S25;526050,00;2759,00;9833,00;524,47;28,06;1869,21;0
03;2022-S22;331315,00;469,00;3561,00;141,56;13,17;1074,81;0
03;2022-S23;331315,00;645,00;3661,00;194,68;17,62;1104,99;0
03;2022-S24;331315,00;943,00;4388,00;284,62;21,49;1324,42;0
03;2022-S25;331315,00;1336,00;5143,00;403,24;25,98;1552,30;0
04;2022-S22;165197,00;247,00;2616,00;149,52;9,44;1583,56;0
04;2022-S23;165197,00;324,00;2666,00;196,13;12,15;1613,83;0
04;2022-S24;165197,00;535,00;3131,00;323,86;17,09;1895,31;0
04;2022-S25;165197,00;773,00;3758,00;467,93;20,57;2274,86;0
05;2022-S22;141756,00;156,00;1710,00;110,05;9,12;1206,30;0
05;2022-S23;141756,00;218,00;1610,00;153,79;13,54;1135,75;0
05;2022-S24;141756,00;388,00;2081,00;273,71;18,64;1468,02;0
05;2022-S25;141756,00;730,00;2703,00;514,97;27,01;1906,80;0
06;2022-S22;1079396,00;2685,00;20694,00;248,75;12,97;1917,18;0
06;2022-S23;1079396,00;3702,00;21026,00;342,97;17,61;1947,94;0
06;2022-S24;1079396,00;5290,00;24239,00;490,09;21,82;2245,61;0
06;2022-S25;1079396,00;9033,00;33626,00;836,86;26,86;3115,26;0
07;2022-S22;326875,00;580,00;4306,00;177,44;13,47;1317,32;0
07;2022-S23;326875,00;674,00;3992,00;206,20;16,88;1221,26;0
07;2022-S24;326875,00;1021,00;4630,00;312,35;22,05;1416,44;0
07;2022-S25;326875,00;1676,00;5981,00;512,73;28,02;1829,75;0
08;2022-S22;265531,00;547,00;6017,00;206,00;9,09;2266,03;0
08;2022-S23;265531,00;512,00;5843,00;192,82;8,76;2200,50;0
08;2022-S24;265531,00;847,00;6973,00;318,98;12,15;2626,06;0
08;2022-S25;265531,00;1343,00;7943,00;505,78;16,91;2991,36;0
09;2022-S22;152398,00;290,00;2033,00;190,29;14,26;1334,01;0
09;2022-S23;152398,00;359,00;2164,00;235,57;16,59;1419,97;0
09;2022-S24;152398,00;529,00;2529,00;347,12;20,92;1659,47;0
09;2022-S25;152398,00;870,00;3309,00;570,87;26,29;2171,29;0
10;2022-S22;309907,00;681,00;4671,00;219,74;14,58;1507,23;0
10;2022-S23;309907,00;778,00;4262,00;251,04;18,25;1375,25;0
10;2022-S24;309907,00;904,00;4233,00;291,70;21,36;1365,89;0
10;2022-S25;309907,00;1353,00;5332,00;436,58;25,38;1720,52;0
11;2022-S22;372705,00;816,00;5413,00;218,94;15,07;1452,35;0
11;2022-S23;372705,00;978,00;5248,00;262,41;18,64;1408,08;0
11;2022-S24;372705,00;1475,00;6124,00;395,76;24,09;1643,12;0
11;2022-S25;372705,00;2408,00;8354,00;646,09;28,82;2241,45;0
12;2022-S22;278360,00;433,00;3013,00;155,55;14,37;1082,41;0
12;2022-S23;278360,00;489,00;2776,00;175,67;17,62;997,27;0
12;2022-S24;278360,00;851,00;3677,00;305,72;23,14;1320,95;0
12;2022-S25;278360,00;1438,00;4699,00;516,60;30,60;1688,10;0
13;2022-S22;2034469,00;4120,00;39891,00;202,51;10,33;1960,76;0
13;2022-S23;2034469,00;4879,00;39830,00;239,82;12,25;1957,76;0
13;2022-S24;2034469,00;8808,00;50823,00;432,94;17,33;2498,10;0
13;2022-S25;2034469,00;15551,00;68881,00;764,38;22,58;3385,70;0
14;2022-S22;691453,00;1621,00;8763,00;234,43;18,50;1267,33;0
14;2022-S23;691453,00;2149,00;9800,00;310,79;21,93;1417,31;0
14;2022-S24;691453,00;3020,00;11593,00;436,76;26,05;1676,61;0
14;2022-S25;691453,00;4531,00;15631,00;655,29;28,99;2260,60;0
15;2022-S22;142811,00;233,00;1480,00;163,15;15,74;1036,33;0
15;2022-S23;142811,00;288,00;1621,00;201,67;17,77;1135,07;0
15;2022-S24;142811,00;506,00;2109,00;354,31;23,99;1476,78;0
15;2022-S25;142811,00;615,00;2329,00;430,64;26,41;1630,83;0
16;2022-S22;348180,00;515,00;3314,00;147,91;15,54;951,81;0
16;2022-S23;348180,00;733,00;3691,00;210,52;19,86;1060,08;0
16;2022-S24;348180,00;985,00;4312,00;282,90;22,84;1238,44;0
16;2022-S25;348180,00;1722,00;5376,00;494,57;32,03;1544,03;0
17;2022-S22;647080,00;1293,00;7344,00;199,82;17,61;1134,94;0
17;2022-S23;647080,00;1637,00;7759,00;252,98;21,10;1199,08;0
17;2022-S24;647080,00;2484,00;9341,00;383,88;26,59;1443,56;0
17;2022-S25;647080,00;4051,00;12605,00;626,04;32,14;1947,98;0
18;2022-S22;296404,00;566,00;3312,00;190,96;17,09;1117,39;0
18;2022-S23;296404,00;676,00;3242,00;228,07;20,85;1093,78;0
18;2022-S24;296404,00;917,00;3737,00;309,38;24,54;1260,78;0
18;2022-S25;296404,00;1598,00;5155,00;539,13;31,00;1739,18;0
19;2022-S22;240336,00;787,00;3341,00;327,46;23,56;1390,14;0
19;2022-S23;240336,00;1043,00;3561,00;433,98;29,29;1481,68;0
19;2022-S24;240336,00;1498,00;4484,00;623,29;33,41;1865,72;0
19;2022-S25;240336,00;1919,00;5317,00;798,47;36,09;2212,32;0
21;2022-S22;532886,00;1027,00;6690,00;192,72;15,35;1255,43;0
21;2022-S23;532886,00;1400,00;6959,00;262,72;20,12;1305,91;0
21;2022-S24;532886,00;2176,00;8740,00;408,34;24,90;1640,13;0
21;2022-S25;532886,00;3443,00;11469,00;646,10;30,02;2152,24;0
22;2022-S22;596186,00;1525,00;7445,00;255,79;20,48;1248,77;0
22;2022-S23;596186,00;2112,00;7917,00;354,25;26,68;1327,94;0
22;2022-S24;596186,00;2988,00;9528,00;501,19;31,36;1598,16;0
22;2022-S25;596186,00;4319,00;12200,00;724,44;35,40;2046,34;0
23;2022-S22;116270,00;222,00;1382,00;190,93;16,06;1188,61;0
23;2022-S23;116270,00;300,00;1517,00;258,02;19,78;1304,72;0
23;2022-S24;116270,00;379,00;1623,00;325,97;23,35;1395,89;0
23;2022-S25;116270,00;656,00;2071,00;564,20;31,68;1781,20;0
24;2022-S22;408393,00;869,00;5293,00;212,79;16,42;1296,06;0
24;2022-S23;408393,00;1081,00;4938,00;264,70;21,89;1209,13;0
24;2022-S24;408393,00;1725,00;6357,00;422,39;27,14;1556,59;0
24;2022-S25;408393,00;2613,00;8109,00;639,82;32,22;1985,59;0
25;2022-S22;539449,00;1096,00;6907,00;203,17;15,87;1280,38;0
25;2022-S23;539449,00;1526,00;7375,00;282,88;20,69;1367,14;0
25;2022-S24;539449,00;2567,00;9701,00;475,86;26,46;1798,32;0
25;2022-S25;539449,00;3466,00;11913,00;642,51;29,09;2208,36;0
26;2022-S22;520560,00;881,00;5809,00;169,24;15,17;1115,91;0
26;2022-S23;520560,00;911,00;5634,00;175,00;16,17;1082,30;0
26;2022-S24;520560,00;1463,00;7192,00;281,04;20,34;1381,59;0
26;2022-S25;520560,00;2637,00;9554,00;506,57;27,60;1835,33;0
27;2022-S22;600687,00;1237,00;6272,00;205,93;19,72;1044,14;0
27;2022-S23;600687,00;1575,00;6356,00;262,20;24,78;1058,12;0
27;2022-S24;600687,00;2254,00;7827,00;375,24;28,80;1303,01;0
27;2022-S25;600687,00;3549,00;10746,00;590,82;33,03;1788,95;0
28;2022-S22;429425,00;1005,00;5138,00;234,03;19,56;1196,48;0
28;2022-S23;429425,00;1323,00;5523,00;308,09;23,95;1286,14;0
28;2022-S24;429425,00;1747,00;6403,00;406,82;27,28;1491,06;0
28;2022-S25;429425,00;2723,00;8426,00;634,10;32,32;1962,16;0
29;2022-S22;906554,00;2673,00;11161,00;294,85;23,95;1231,15;0
29;2022-S23;906554,00;3178,00;11647,00;350,56;27,29;1284,76;0
29;2022-S24;906554,00;4428,00;13804,00;488,44;32,08;1522,69;0
29;2022-S25;906554,00;7419,00;19079,00;818,37;38,89;2104,56;0
2A;2022-S22;162421,00;340,00;2562,00;209,33;13,27;1577,38;0
2A;2022-S23;162421,00;403,00;2632,00;248,12;15,31;1620,48;0
2A;2022-S24;162421,00;613,00;3363,00;377,41;18,23;2070,55;0
2A;2022-S25;162421,00;1071,00;4489,00;659,40;23,86;2763,81;0
2B;2022-S22;182258,00;337,00;2608,00;184,90;12,92;1430,94;0
2B;2022-S23;182258,00;479,00;2515,00;262,81;19,05;1379,91;0
2B;2022-S24;182258,00;821,00;3477,00;450,46;23,61;1907,74;0
2B;2022-S25;182258,00;1364,00;4727,00;748,39;28,86;2593,58;0
30;2022-S22;748468,00;1557,00;11797,00;208,02;13,20;1576,15;0
30;2022-S23;748468,00;2612,00;13782,00;348,98;18,95;1841,36;0
30;2022-S24;748468,00;3841,00;16254,00;513,18;23,63;2171,64;0
